sequence,camera,frame,hand,cameras_in_sequence,camera_under_test_excluded,cameras_available_to_reconstruction,inlier_cameras,camera_under_test_in_inliers,loco_status,n_paired_joints,usable_for_solver,status,gt_focal_used,gt_extrinsics_used_in_solver_input,provided_3d_used
p41-boxing-0021,brics-odroid-027_cam0,51,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,57,left,49,1,33,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,57,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,62,left,49,1,30,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,62,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,68,left,49,1,31,19,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,68,right,49,1,32,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,74,left,49,1,30,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,74,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,80,left,49,1,23,7,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,80,right,49,1,28,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,85,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-027_cam0,85,right,49,1,30,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,0,left,49,1,31,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,0,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,5,left,49,1,31,19,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,5,right,49,1,30,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,11,left,49,1,31,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,11,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,17,left,49,1,30,15,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,17,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,22,left,49,1,24,5,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,22,right,49,1,29,15,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,28,left,49,1,32,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,28,right,49,1,30,13,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,34,left,49,1,34,20,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,34,right,49,1,32,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,40,left,49,1,33,20,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,40,right,49,1,33,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,45,left,49,1,33,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,45,right,49,1,32,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,51,left,49,1,25,7,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,51,right,49,1,30,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,57,left,49,1,34,10,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,57,right,49,1,33,15,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,62,left,49,1,30,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,62,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,68,left,49,1,31,19,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,68,right,49,1,32,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,74,left,49,1,30,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,74,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,80,left,49,1,24,8,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,80,right,49,1,29,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,85,left,49,1,30,10,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-027_cam1,85,right,49,1,31,16,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,0,left,49,1,31,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,0,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,5,left,49,1,31,19,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,5,right,49,1,30,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,11,left,49,1,31,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,11,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,17,left,49,1,30,15,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,17,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,22,left,49,1,23,5,0,ok,18,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,22,right,49,1,28,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,28,left,49,1,31,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,28,right,49,1,30,13,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,34,left,49,1,33,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,34,right,49,1,31,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,40,left,49,1,32,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,40,right,49,1,32,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,45,left,49,1,32,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,45,right,49,1,32,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,51,left,49,1,24,6,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,51,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,57,left,49,1,33,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,57,right,49,1,33,15,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,62,left,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,62,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,68,left,49,1,30,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,68,right,49,1,31,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,74,left,49,1,29,12,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,74,right,49,1,30,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,80,left,49,1,23,7,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,80,right,49,1,28,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,85,left,49,1,30,10,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-028_cam0,85,right,49,1,31,16,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,0,left,49,1,31,17,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,0,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,5,left,49,1,31,19,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,5,right,49,1,30,18,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,11,left,49,1,30,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,11,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,17,left,49,1,29,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,17,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,22,left,49,1,23,5,0,ok,19,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,22,right,49,1,28,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,28,left,49,1,31,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,28,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,34,left,49,1,33,20,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,34,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,40,left,49,1,33,20,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,40,right,49,1,32,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,45,left,49,1,32,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,45,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,51,left,49,1,24,7,0,ok,20,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,51,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,57,left,49,1,33,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,57,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,62,left,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,62,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,68,left,49,1,30,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,68,right,49,1,31,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,74,left,49,1,29,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,74,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,80,left,49,1,23,6,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,80,right,49,1,28,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,85,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam0,85,right,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,0,left,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,0,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,5,left,49,1,30,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,5,right,49,1,29,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,11,left,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,11,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,17,left,49,1,29,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,17,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,22,left,49,1,23,5,0,ok,16,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,22,right,49,1,28,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,28,left,49,1,31,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,28,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,34,left,49,1,33,20,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,34,right,49,1,31,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,40,left,49,1,32,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,40,right,49,1,32,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,45,left,49,1,32,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,45,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,51,left,49,1,24,7,0,ok,20,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,51,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,57,left,49,1,33,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,57,right,49,1,32,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,62,left,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,62,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,68,left,49,1,30,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,68,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,74,left,49,1,29,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,74,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,80,left,49,1,23,7,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,80,right,49,1,28,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,85,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-029_cam1,85,right,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,0,left,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,0,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,5,left,49,1,30,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,5,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,11,left,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,11,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,17,left,49,1,29,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,17,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,22,left,49,1,24,5,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,22,right,49,1,28,14,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,28,left,49,1,31,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,28,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,34,left,49,1,33,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,34,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,40,left,49,1,32,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,40,right,49,1,32,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,45,left,49,1,32,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,45,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,51,left,49,1,25,7,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,51,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,57,left,49,1,33,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,57,right,49,1,32,14,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,62,left,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,62,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,68,left,49,1,30,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,68,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,74,left,49,1,29,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,74,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,80,left,49,1,24,8,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,80,right,49,1,28,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,85,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam0,85,right,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,0,left,49,1,30,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,0,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,5,left,49,1,30,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,5,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,11,left,49,1,30,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,11,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,17,left,49,1,29,15,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,17,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,22,left,49,1,23,5,0,ok,17,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,22,right,49,1,28,14,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,28,left,49,1,31,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,28,right,49,1,29,13,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,34,left,49,1,33,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,34,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,40,left,49,1,32,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,40,right,49,1,32,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,45,left,49,1,32,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,45,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,51,left,49,1,24,6,0,ok,20,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,51,right,49,1,29,18,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,57,left,49,1,33,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,57,right,49,1,33,15,0,ok,0,0,too_few_paired_joints,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,62,left,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,62,right,49,1,29,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,68,left,49,1,30,19,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,68,right,49,1,31,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,74,left,49,1,29,11,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,74,right,49,1,29,16,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,80,left,49,1,23,7,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,80,right,49,1,28,17,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,85,left,49,1,29,10,0,ok,21,1,ok,0,0,0
p41-boxing-0021,brics-odroid-030_cam1,85,right,49,1,30,17,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,0,left,49,1,26,12,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,0,right,49,1,26,12,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,2,left,49,1,27,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,2,right,49,1,27,12,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,5,left,49,1,27,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,5,right,49,1,27,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,8,left,49,1,27,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,8,right,49,1,26,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,10,left,49,1,26,10,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,10,right,49,1,25,10,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,13,left,49,1,28,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,13,right,49,1,27,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,16,left,49,1,28,12,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,16,right,49,1,28,13,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,18,left,49,1,27,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,18,right,49,1,27,14,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,21,left,49,1,26,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,21,right,49,1,27,10,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,24,left,49,1,27,12,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,24,right,49,1,27,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,26,left,49,1,26,10,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,26,right,49,1,26,13,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,29,left,49,1,27,12,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,29,right,49,1,26,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,32,left,49,1,27,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,32,right,49,1,28,12,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,34,left,49,1,26,8,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,34,right,49,1,26,11,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,37,left,49,1,26,10,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,37,right,49,1,26,10,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam0,40,left,49,1,26,10,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam0,40,right,49,1,27,11,0,ok,0,0,too_few_paired_joints,0,0,0
p41-plant-0004,brics-odroid-001_cam1,0,left,49,1,25,11,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,0,right,49,1,26,11,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,2,left,49,1,27,11,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,2,right,49,1,27,12,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,5,left,49,1,27,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,5,right,49,1,27,12,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,8,left,49,1,27,13,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,8,right,49,1,26,12,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,10,left,49,1,26,10,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,10,right,49,1,25,10,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,13,left,49,1,27,10,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,13,right,49,1,26,10,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,16,left,49,1,27,12,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,16,right,49,1,27,14,0,ok,21,1,ok,0,0,0
p41-plant-0004,brics-odroid-001_cam1,18,left,49,1,26,11,0,ok,21,1,ok,0,0,0
