sequence,camera,rgb_frame_index,rgb_timestamp_us,sidecar_frame_index,kp2d_row,kp3d_row,union_position,left_chosen,right_chosen,mapping_source,mapping_confidence,notes
p44-dog-0004,brics-odroid-002_cam0,286,1725202062708102,286,286,286,286,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,299,1725202063144163,299,299,299,299,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,312,1725202063576152,312,312,312,312,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,325,1725202064008195,325,325,325,325,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,0,1726248075901718,0,0,0,0,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,5,1726248076065732,5,5,5,5,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,10,1726248076233735,10,10,10,10,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,15,1726248076401736,15,15,15,15,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,20,1726248076565690,20,20,20,20,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,25,1726248076733701,25,25,25,25,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,30,1726248076901690,30,30,30,30,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,35,1726248077070651,35,35,35,35,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,40,1726248077233748,40,40,40,40,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,45,1726248077401812,45,45,45,45,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,50,1726248077565718,50,50,50,50,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,55,1726248077733788,55,55,55,55,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,60,1726248077901739,60,60,60,60,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,65,1726248078065769,65,65,65,65,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,70,1726248078233761,70,70,70,70,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,75,1726248078401800,75,75,75,75,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,80,1726248078565779,80,80,80,80,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,85,1726248078733781,85,85,85,85,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,90,1726248078901771,90,90,90,90,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,95,1726248079065800,95,95,95,95,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,100,1726248079233768,100,100,100,100,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,105,1726248079401795,105,105,105,105,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,110,1726248079565806,110,110,110,110,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,115,1726248079733778,115,115,115,115,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,120,1726248079901778,120,120,120,120,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,125,1726248080065803,125,125,125,125,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,130,1726248080233800,130,130,130,130,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p52-instrument-0034,brics-odroid-002_cam0,135,1726248080401835,135,135,,-1,0,0,OUT_OF_3D_RANGE,n/a,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
