key,sequence,camera,frame,status,n_hands,image_width,image_height,pipeline_focal,cache_file
p41-boxing-0021__brics-odroid-029_cam0__000058,p41-boxing-0021,brics-odroid-029_cam0,58,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam0__000058.npz
p41-boxing-0021__brics-odroid-029_cam1__000000,p41-boxing-0021,brics-odroid-029_cam1,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000000.npz
p41-boxing-0021__brics-odroid-029_cam1__000001,p41-boxing-0021,brics-odroid-029_cam1,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000001.npz
p41-boxing-0021__brics-odroid-029_cam1__000002,p41-boxing-0021,brics-odroid-029_cam1,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000002.npz
p41-boxing-0021__brics-odroid-029_cam1__000004,p41-boxing-0021,brics-odroid-029_cam1,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000004.npz
p41-boxing-0021__brics-odroid-029_cam1__000005,p41-boxing-0021,brics-odroid-029_cam1,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000005.npz
p41-boxing-0021__brics-odroid-029_cam1__000008,p41-boxing-0021,brics-odroid-029_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000008.npz
p41-boxing-0021__brics-odroid-029_cam1__000010,p41-boxing-0021,brics-odroid-029_cam1,10,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000010.npz
p41-boxing-0021__brics-odroid-029_cam1__000012,p41-boxing-0021,brics-odroid-029_cam1,12,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000012.npz
p41-boxing-0021__brics-odroid-029_cam1__000013,p41-boxing-0021,brics-odroid-029_cam1,13,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000013.npz
p41-boxing-0021__brics-odroid-029_cam1__000015,p41-boxing-0021,brics-odroid-029_cam1,15,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-029_cam1__000015.npz
p41-boxing-0021__brics-odroid-030_cam0__000000,p41-boxing-0021,brics-odroid-030_cam0,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000000.npz
p41-boxing-0021__brics-odroid-030_cam0__000001,p41-boxing-0021,brics-odroid-030_cam0,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000001.npz
p41-boxing-0021__brics-odroid-030_cam0__000002,p41-boxing-0021,brics-odroid-030_cam0,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000002.npz
p41-boxing-0021__brics-odroid-030_cam0__000003,p41-boxing-0021,brics-odroid-030_cam0,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000003.npz
p41-boxing-0021__brics-odroid-030_cam0__000004,p41-boxing-0021,brics-odroid-030_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000004.npz
p41-boxing-0021__brics-odroid-030_cam0__000005,p41-boxing-0021,brics-odroid-030_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000005.npz
p41-boxing-0021__brics-odroid-030_cam0__000006,p41-boxing-0021,brics-odroid-030_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000006.npz
p41-boxing-0021__brics-odroid-030_cam0__000007,p41-boxing-0021,brics-odroid-030_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000007.npz
p41-boxing-0021__brics-odroid-030_cam0__000008,p41-boxing-0021,brics-odroid-030_cam0,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam0__000008.npz
p41-boxing-0021__brics-odroid-030_cam1__000000,p41-boxing-0021,brics-odroid-030_cam1,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000000.npz
p41-boxing-0021__brics-odroid-030_cam1__000001,p41-boxing-0021,brics-odroid-030_cam1,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000001.npz
p41-boxing-0021__brics-odroid-030_cam1__000002,p41-boxing-0021,brics-odroid-030_cam1,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000002.npz
p41-boxing-0021__brics-odroid-030_cam1__000003,p41-boxing-0021,brics-odroid-030_cam1,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000003.npz
p41-boxing-0021__brics-odroid-030_cam1__000004,p41-boxing-0021,brics-odroid-030_cam1,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000004.npz
p41-boxing-0021__brics-odroid-030_cam1__000005,p41-boxing-0021,brics-odroid-030_cam1,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000005.npz
p41-boxing-0021__brics-odroid-030_cam1__000006,p41-boxing-0021,brics-odroid-030_cam1,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000006.npz
p41-boxing-0021__brics-odroid-030_cam1__000007,p41-boxing-0021,brics-odroid-030_cam1,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000007.npz
p41-boxing-0021__brics-odroid-030_cam1__000008,p41-boxing-0021,brics-odroid-030_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000008.npz
p41-boxing-0021__brics-odroid-030_cam1__000009,p41-boxing-0021,brics-odroid-030_cam1,9,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-030_cam1__000009.npz
p41-plant-0004__brics-odroid-001_cam1__000008,p41-plant-0004,brics-odroid-001_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000008.npz
p41-plant-0004__brics-odroid-001_cam1__000028,p41-plant-0004,brics-odroid-001_cam1,28,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000028.npz
p41-plant-0004__brics-odroid-001_cam1__000032,p41-plant-0004,brics-odroid-001_cam1,32,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000032.npz
p41-plant-0004__brics-odroid-001_cam1__000042,p41-plant-0004,brics-odroid-001_cam1,42,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000042.npz
p41-plant-0004__brics-odroid-001_cam1__000050,p41-plant-0004,brics-odroid-001_cam1,50,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000050.npz
p41-plant-0004__brics-odroid-001_cam1__000053,p41-plant-0004,brics-odroid-001_cam1,53,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000053.npz
p41-plant-0004__brics-odroid-001_cam1__000054,p41-plant-0004,brics-odroid-001_cam1,54,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000054.npz
p41-plant-0004__brics-odroid-001_cam1__000055,p41-plant-0004,brics-odroid-001_cam1,55,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000055.npz
p41-plant-0004__brics-odroid-001_cam1__000056,p41-plant-0004,brics-odroid-001_cam1,56,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000056.npz
p41-plant-0004__brics-odroid-001_cam1__000057,p41-plant-0004,brics-odroid-001_cam1,57,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-001_cam1__000057.npz
p41-plant-0004__brics-odroid-002_cam0__000023,p41-plant-0004,brics-odroid-002_cam0,23,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000023.npz
p41-plant-0004__brics-odroid-002_cam0__000028,p41-plant-0004,brics-odroid-002_cam0,28,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000028.npz
p41-plant-0004__brics-odroid-002_cam0__000052,p41-plant-0004,brics-odroid-002_cam0,52,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000052.npz
p41-plant-0004__brics-odroid-002_cam0__000055,p41-plant-0004,brics-odroid-002_cam0,55,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000055.npz
p41-plant-0004__brics-odroid-002_cam0__000056,p41-plant-0004,brics-odroid-002_cam0,56,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000056.npz
p41-plant-0004__brics-odroid-002_cam0__000058,p41-plant-0004,brics-odroid-002_cam0,58,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000058.npz
p41-plant-0004__brics-odroid-002_cam0__000059,p41-plant-0004,brics-odroid-002_cam0,59,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000059.npz
p41-plant-0004__brics-odroid-002_cam0__000060,p41-plant-0004,brics-odroid-002_cam0,60,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000060.npz
p41-plant-0004__brics-odroid-002_cam0__000061,p41-plant-0004,brics-odroid-002_cam0,61,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000061.npz
p41-plant-0004__brics-odroid-002_cam0__000062,p41-plant-0004,brics-odroid-002_cam0,62,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-002_cam0__000062.npz
p41-plant-0004__brics-odroid-006_cam0__000003,p41-plant-0004,brics-odroid-006_cam0,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000003.npz
p41-plant-0004__brics-odroid-006_cam0__000004,p41-plant-0004,brics-odroid-006_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000004.npz
p41-plant-0004__brics-odroid-006_cam0__000005,p41-plant-0004,brics-odroid-006_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000005.npz
p41-plant-0004__brics-odroid-006_cam0__000006,p41-plant-0004,brics-odroid-006_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000006.npz
p41-plant-0004__brics-odroid-006_cam0__000007,p41-plant-0004,brics-odroid-006_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000007.npz
p41-plant-0004__brics-odroid-006_cam0__000008,p41-plant-0004,brics-odroid-006_cam0,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000008.npz
p41-plant-0004__brics-odroid-006_cam0__000011,p41-plant-0004,brics-odroid-006_cam0,11,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000011.npz
p41-plant-0004__brics-odroid-006_cam0__000012,p41-plant-0004,brics-odroid-006_cam0,12,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000012.npz
p41-plant-0004__brics-odroid-006_cam0__000014,p41-plant-0004,brics-odroid-006_cam0,14,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000014.npz
p41-plant-0004__brics-odroid-006_cam0__000015,p41-plant-0004,brics-odroid-006_cam0,15,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-006_cam0__000015.npz
p41-plant-0004__brics-odroid-007_cam0__000000,p41-plant-0004,brics-odroid-007_cam0,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000000.npz
p41-plant-0004__brics-odroid-007_cam0__000001,p41-plant-0004,brics-odroid-007_cam0,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000001.npz
p41-plant-0004__brics-odroid-007_cam0__000002,p41-plant-0004,brics-odroid-007_cam0,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000002.npz
p41-plant-0004__brics-odroid-007_cam0__000003,p41-plant-0004,brics-odroid-007_cam0,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000003.npz
p41-plant-0004__brics-odroid-007_cam0__000004,p41-plant-0004,brics-odroid-007_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000004.npz
p41-plant-0004__brics-odroid-007_cam0__000005,p41-plant-0004,brics-odroid-007_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000005.npz
p41-plant-0004__brics-odroid-007_cam0__000006,p41-plant-0004,brics-odroid-007_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000006.npz
p41-plant-0004__brics-odroid-007_cam0__000007,p41-plant-0004,brics-odroid-007_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000007.npz
p41-plant-0004__brics-odroid-007_cam0__000008,p41-plant-0004,brics-odroid-007_cam0,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam0__000008.npz
p41-plant-0004__brics-odroid-007_cam1__000000,p41-plant-0004,brics-odroid-007_cam1,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000000.npz
p41-plant-0004__brics-odroid-007_cam1__000001,p41-plant-0004,brics-odroid-007_cam1,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000001.npz
p41-plant-0004__brics-odroid-007_cam1__000002,p41-plant-0004,brics-odroid-007_cam1,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000002.npz
p41-plant-0004__brics-odroid-007_cam1__000003,p41-plant-0004,brics-odroid-007_cam1,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000003.npz
p41-plant-0004__brics-odroid-007_cam1__000004,p41-plant-0004,brics-odroid-007_cam1,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000004.npz
p41-plant-0004__brics-odroid-007_cam1__000005,p41-plant-0004,brics-odroid-007_cam1,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000005.npz
p41-plant-0004__brics-odroid-007_cam1__000006,p41-plant-0004,brics-odroid-007_cam1,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000006.npz
p41-plant-0004__brics-odroid-007_cam1__000007,p41-plant-0004,brics-odroid-007_cam1,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000007.npz
p41-plant-0004__brics-odroid-007_cam1__000008,p41-plant-0004,brics-odroid-007_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000008.npz
p41-plant-0004__brics-odroid-007_cam1__000009,p41-plant-0004,brics-odroid-007_cam1,9,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-007_cam1__000009.npz
p41-plant-0004__brics-odroid-009_cam1__000000,p41-plant-0004,brics-odroid-009_cam1,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000000.npz
p41-plant-0004__brics-odroid-009_cam1__000001,p41-plant-0004,brics-odroid-009_cam1,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000001.npz
p41-plant-0004__brics-odroid-009_cam1__000002,p41-plant-0004,brics-odroid-009_cam1,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000002.npz
p41-plant-0004__brics-odroid-009_cam1__000003,p41-plant-0004,brics-odroid-009_cam1,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000003.npz
p41-plant-0004__brics-odroid-009_cam1__000004,p41-plant-0004,brics-odroid-009_cam1,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000004.npz
p41-plant-0004__brics-odroid-009_cam1__000005,p41-plant-0004,brics-odroid-009_cam1,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000005.npz
p41-plant-0004__brics-odroid-009_cam1__000006,p41-plant-0004,brics-odroid-009_cam1,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000006.npz
p41-plant-0004__brics-odroid-009_cam1__000007,p41-plant-0004,brics-odroid-009_cam1,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000007.npz
p41-plant-0004__brics-odroid-009_cam1__000008,p41-plant-0004,brics-odroid-009_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-009_cam1__000008.npz
p41-plant-0004__brics-odroid-010_cam0__000055,p41-plant-0004,brics-odroid-010_cam0,55,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000055.npz
p41-plant-0004__brics-odroid-010_cam0__000058,p41-plant-0004,brics-odroid-010_cam0,58,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000058.npz
p41-plant-0004__brics-odroid-010_cam0__000060,p41-plant-0004,brics-odroid-010_cam0,60,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000060.npz
p41-plant-0004__brics-odroid-010_cam0__000066,p41-plant-0004,brics-odroid-010_cam0,66,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000066.npz
p41-plant-0004__brics-odroid-010_cam0__000067,p41-plant-0004,brics-odroid-010_cam0,67,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000067.npz
p41-plant-0004__brics-odroid-010_cam0__000068,p41-plant-0004,brics-odroid-010_cam0,68,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000068.npz
p41-plant-0004__brics-odroid-010_cam0__000069,p41-plant-0004,brics-odroid-010_cam0,69,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000069.npz
p41-plant-0004__brics-odroid-010_cam0__000070,p41-plant-0004,brics-odroid-010_cam0,70,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000070.npz
p41-plant-0004__brics-odroid-010_cam0__000071,p41-plant-0004,brics-odroid-010_cam0,71,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000071.npz
p41-plant-0004__brics-odroid-010_cam0__000072,p41-plant-0004,brics-odroid-010_cam0,72,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-010_cam0__000072.npz
p41-plant-0004__brics-odroid-011_cam0__000000,p41-plant-0004,brics-odroid-011_cam0,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000000.npz
p41-plant-0004__brics-odroid-011_cam0__000001,p41-plant-0004,brics-odroid-011_cam0,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000001.npz
p41-plant-0004__brics-odroid-011_cam0__000002,p41-plant-0004,brics-odroid-011_cam0,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000002.npz
p41-plant-0004__brics-odroid-011_cam0__000003,p41-plant-0004,brics-odroid-011_cam0,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000003.npz
p41-plant-0004__brics-odroid-011_cam0__000004,p41-plant-0004,brics-odroid-011_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000004.npz
p41-plant-0004__brics-odroid-011_cam0__000005,p41-plant-0004,brics-odroid-011_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000005.npz
p41-plant-0004__brics-odroid-011_cam0__000006,p41-plant-0004,brics-odroid-011_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000006.npz
p41-plant-0004__brics-odroid-011_cam0__000007,p41-plant-0004,brics-odroid-011_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-plant-0004__brics-odroid-011_cam0__000007.npz
