case_id,sequence,camera,frame,hand_side,existing_qc_label,existing_case_label,stratum,rgb_source,2d_source,reference_3d_source,loco_status,loco_ok,loco_n_inlier_cameras,loco_reproj_to_this_camera_px,audit_image,panel_exists,RGB_MATCH,2D_ON_CORRECT_HAND,HAND_SIDE_CORRECT,MAJOR_2D_FAILURE,MAJOR_OCCLUSION,LOCO_3D_REPROJECTION_PLAUSIBLE,NOT_REVIEWABLE,NOTES,reviewer,review_method
C107,p52-instrument-0034,brics-odroid-021_cam0,64,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_STRICT|q1_low|t_mid,p52-instrument-0034 / brics-odroid-021_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,20,4.905,manual_qc/panels/C107.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C108,p52-instrument-0034,brics-odroid-015_cam1,31,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_STRICT|q2_mid|t_early,p52-instrument-0034 / brics-odroid-015_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,3.84,manual_qc/panels/C108.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C109,p52-instrument-0034,brics-odroid-024_cam0,96,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_STRICT|q2_mid|t_late,p52-instrument-0034 / brics-odroid-024_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,20,5.771,manual_qc/panels/C109.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C110,p52-instrument-0034,brics-odroid-025_cam1,83,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_STRICT|q2_mid|t_mid,p52-instrument-0034 / brics-odroid-025_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,5.71,manual_qc/panels/C110.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C111,p36-tea-0010,brics-odroid-006_cam0,96,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_SINGLE_HAND|q1_low|t_early,p36-tea-0010 / brics-odroid-006_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,15.637,manual_qc/panels/C111.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C112,p36-tea-0010,brics-odroid-028_cam0,328,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_SINGLE_HAND|q1_low|t_late,p36-tea-0010 / brics-odroid-028_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,13.033,manual_qc/panels/C112.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C113,p36-tea-0010,brics-odroid-020_cam1,142,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_SINGLE_HAND|q1_low|t_mid,p36-tea-0010 / brics-odroid-020_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,7.728,manual_qc/panels/C113.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C114,p36-tea-0010,brics-odroid-025_cam0,56,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_SINGLE_HAND|q2_mid|t_early,p36-tea-0010 / brics-odroid-025_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,15,15.634,manual_qc/panels/C114.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C115,p36-tea-0010,brics-odroid-029_cam1,356,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_SINGLE_HAND|q2_mid|t_late,p36-tea-0010 / brics-odroid-029_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,16,12.447,manual_qc/panels/C115.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C116,p36-tea-0010,brics-odroid-030_cam0,243,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_SINGLE_HAND|q2_mid|t_mid,p36-tea-0010 / brics-odroid-030_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,6.277,manual_qc/panels/C116.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C117,p36-tea-0010,brics-odroid-022_cam0,334,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_STRICT|q1_low|t_late,p36-tea-0010 / brics-odroid-022_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,3.497,manual_qc/panels/C117.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C118,p36-tea-0010,brics-odroid-026_cam0,136,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_STRICT|q1_low|t_mid,p36-tea-0010 / brics-odroid-026_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,6.662,manual_qc/panels/C118.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C119,p36-tea-0010,brics-odroid-015_cam0,119,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_STRICT|q2_mid|t_early,p36-tea-0010 / brics-odroid-015_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,13.134,manual_qc/panels/C119.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C120,p36-tea-0010,brics-odroid-001_cam1,294,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_STRICT|q2_mid|t_late,p36-tea-0010 / brics-odroid-001_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,15,11.908,manual_qc/panels/C120.png,1,1,1,unverifiable_single_view,0,1,1,0,full-resolution check: second hand gripping the teapot from below-left; overlay correct,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C121,p36-tea-0010,brics-odroid-012_cam0,231,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|left|PASS_STRICT|q2_mid|t_mid,p36-tea-0010 / brics-odroid-012_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,9,5.203,manual_qc/panels/C121.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C122,p36-tea-0010,brics-odroid-026_cam1,107,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_SINGLE_HAND|q1_low|t_early,p36-tea-0010 / brics-odroid-026_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,5.72,manual_qc/panels/C122.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C123,p36-tea-0010,brics-odroid-010_cam1,356,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_SINGLE_HAND|q1_low|t_late,p36-tea-0010 / brics-odroid-010_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,11.526,manual_qc/panels/C123.png,1,1,1,unverifiable_single_view,0,1,1,0,full-resolution check: right hand pinching the teapot lid; small fingertip offset only,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C124,p36-tea-0010,brics-odroid-015_cam0,153,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_SINGLE_HAND|q1_low|t_mid,p36-tea-0010 / brics-odroid-015_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,2.293,manual_qc/panels/C124.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C125,p36-tea-0010,brics-odroid-020_cam0,45,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_SINGLE_HAND|q2_mid|t_early,p36-tea-0010 / brics-odroid-020_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,7.868,manual_qc/panels/C125.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C126,p36-tea-0010,brics-odroid-010_cam1,334,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_SINGLE_HAND|q2_mid|t_late,p36-tea-0010 / brics-odroid-010_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,18,10.249,manual_qc/panels/C126.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C127,p36-tea-0010,brics-odroid-024_cam1,226,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_SINGLE_HAND|q2_mid|t_mid,p36-tea-0010 / brics-odroid-024_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,10.505,manual_qc/panels/C127.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C128,p36-tea-0010,brics-odroid-019_cam1,311,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_STRICT|q1_low|t_late,p36-tea-0010 / brics-odroid-019_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,18,11.189,manual_qc/panels/C128.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C129,p36-tea-0010,brics-odroid-009_cam1,136,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_STRICT|q1_low|t_mid,p36-tea-0010 / brics-odroid-009_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,3.314,manual_qc/panels/C129.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C130,p36-tea-0010,brics-odroid-017_cam1,45,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_STRICT|q2_mid|t_early,p36-tea-0010 / brics-odroid-017_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,3.458,manual_qc/panels/C130.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C131,p36-tea-0010,brics-odroid-007_cam1,125,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p36-tea-0010|right|PASS_STRICT|q2_mid|t_mid,p36-tea-0010 / brics-odroid-007_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,7.48,manual_qc/panels/C131.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C132,p41-boxing-0021,brics-odroid-029_cam1,11,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|left|PASS_SINGLE_HAND|q1_low|t_early,p41-boxing-0021 / brics-odroid-029_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,16,10.707,manual_qc/panels/C132.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C133,p41-boxing-0021,brics-odroid-030_cam0,268,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|left|PASS_SINGLE_HAND|q2_mid|t_late,p41-boxing-0021 / brics-odroid-030_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,8.076,manual_qc/panels/C133.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C134,p41-boxing-0021,brics-odroid-029_cam0,154,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|left|PASS_SINGLE_HAND|q2_mid|t_mid,p41-boxing-0021 / brics-odroid-029_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,11.556,manual_qc/panels/C134.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C135,p41-boxing-0021,brics-odroid-007_cam0,11,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|left|PASS_STRICT|q1_low|t_early,p41-boxing-0021 / brics-odroid-007_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,16,2.79,manual_qc/panels/C135.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C136,p41-boxing-0021,brics-odroid-011_cam0,257,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|left|PASS_STRICT|q1_low|t_late,p41-boxing-0021 / brics-odroid-011_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,7.998,manual_qc/panels/C136.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C137,p41-boxing-0021,brics-odroid-015_cam0,217,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|left|PASS_STRICT|q2_mid|t_mid,p41-boxing-0021 / brics-odroid-015_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,17,3.536,manual_qc/panels/C137.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C138,p41-boxing-0021,brics-odroid-010_cam0,85,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_SINGLE_HAND|q1_low|t_early,p41-boxing-0021 / brics-odroid-010_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,16,10.379,manual_qc/panels/C138.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C139,p41-boxing-0021,brics-odroid-025_cam0,245,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_SINGLE_HAND|q1_low|t_late,p41-boxing-0021 / brics-odroid-025_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,13.155,manual_qc/panels/C139.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C140,p41-boxing-0021,brics-odroid-030_cam1,22,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_SINGLE_HAND|q2_mid|t_early,p41-boxing-0021 / brics-odroid-030_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,10.487,manual_qc/panels/C140.png,1,1,1,1,0,0,1,0,full-resolution check: a genuine second hand at upper right; overlay correct,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C141,p41-boxing-0021,brics-odroid-026_cam1,360,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_SINGLE_HAND|q2_mid|t_late,p41-boxing-0021 / brics-odroid-026_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,7.544,manual_qc/panels/C141.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C142,p41-boxing-0021,brics-odroid-029_cam0,62,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_STRICT|q1_low|t_early,p41-boxing-0021 / brics-odroid-029_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,17,12.868,manual_qc/panels/C142.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C143,p41-boxing-0021,brics-odroid-020_cam0,348,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_STRICT|q1_low|t_late,p41-boxing-0021 / brics-odroid-020_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,4.127,manual_qc/panels/C143.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C144,p41-boxing-0021,brics-odroid-009_cam1,177,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_STRICT|q1_low|t_mid,p41-boxing-0021 / brics-odroid-009_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,17,3.419,manual_qc/panels/C144.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C145,p41-boxing-0021,brics-odroid-030_cam1,40,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_STRICT|q2_mid|t_early,p41-boxing-0021 / brics-odroid-030_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,17,9.067,manual_qc/panels/C145.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C146,p41-boxing-0021,brics-odroid-014_cam1,360,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_STRICT|q2_mid|t_late,p41-boxing-0021 / brics-odroid-014_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,9.895,manual_qc/panels/C146.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C147,p41-boxing-0021,brics-odroid-030_cam1,217,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-boxing-0021|right|PASS_STRICT|q2_mid|t_mid,p41-boxing-0021 / brics-odroid-030_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,17,7.937,manual_qc/panels/C147.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C148,p41-plant-0004,brics-odroid-020_cam0,154,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_SINGLE_HAND|q1_low|t_late,p41-plant-0004 / brics-odroid-020_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,12.084,manual_qc/panels/C148.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C149,p41-plant-0004,brics-odroid-001_cam1,106,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_SINGLE_HAND|q1_low|t_mid,p41-plant-0004 / brics-odroid-001_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,13.841,manual_qc/panels/C149.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C150,p41-plant-0004,brics-odroid-019_cam1,37,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_SINGLE_HAND|q2_mid|t_early,p41-plant-0004 / brics-odroid-019_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,9,13.87,manual_qc/panels/C150.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C151,p41-plant-0004,brics-odroid-020_cam1,112,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_SINGLE_HAND|q2_mid|t_late,p41-plant-0004 / brics-odroid-020_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,14.488,manual_qc/panels/C151.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C152,p41-plant-0004,brics-odroid-021_cam1,56,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_SINGLE_HAND|q2_mid|t_mid,p41-plant-0004 / brics-odroid-021_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,15,5.293,manual_qc/panels/C152.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C153,p41-plant-0004,brics-odroid-015_cam1,130,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q1_low|t_late,p41-plant-0004 / brics-odroid-015_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,9.011,manual_qc/panels/C153.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C154,p41-plant-0004,brics-odroid-012_cam1,106,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q1_low|t_mid,p41-plant-0004 / brics-odroid-012_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,4.532,manual_qc/panels/C154.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C155,p41-plant-0004,brics-odroid-011_cam0,2,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q2_mid|t_early,p41-plant-0004 / brics-odroid-011_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,4.482,manual_qc/panels/C155.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C156,p41-plant-0004,brics-odroid-021_cam0,114,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q2_mid|t_late,p41-plant-0004 / brics-odroid-021_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,12.121,manual_qc/panels/C156.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C157,p41-plant-0004,brics-odroid-010_cam0,42,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q1_low|t_early,p41-plant-0004 / brics-odroid-010_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,10.738,manual_qc/panels/C157.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C158,p41-plant-0004,brics-odroid-017_cam0,138,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q1_low|t_late,p41-plant-0004 / brics-odroid-017_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,7.923,manual_qc/panels/C158.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C159,p41-plant-0004,brics-odroid-010_cam1,104,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q1_low|t_mid,p41-plant-0004 / brics-odroid-010_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,15.962,manual_qc/panels/C159.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
